Name,Category,Subcategory,Risk,Technology,Standard Ports,Characteristics
avaya-webalive-file-transfer,general-internet,file-sharing,4,browser-based,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability
avaya-webalive-voice,collaboration,voip-video,1,browser-based,udp/2379,consume-big-bandwidth
avg-update,business-systems,software-update,1,client-server,tcp/80,pervasive-use
avid-isis,business-systems,storage-backup,3,client-server,tcp/3434 udp/3000-5399,consume-big-bandwidth able-to-transfer-file has-known-vulnerability
avid-nexis,business-systems,storage-backup,2,client-server,tcp/7238-7245,consume-big-bandwidth able-to-transfer-file
avira-antivir-update,business-systems,software-update,2,client-server,"tcp/80,443",has-known-vulnerability pervasive-use
avocent,networking,remote-access,3,client-server,"tcp/3449,3448,3211,3502,3871",able-to-transfer-file has-known-vulnerability pervasive-use
avocent-vsp,networking,ip-protocol,1,network-protocol,tcp/2068,
avoidr,networking,proxy,4,browser-based,tcp/80,evasive-behavior able-to-transfer-file pervasive-use
aws-iot,networking,infrastructure,1,client-server,tcp/dynamic,
ax.25,networking,ip-protocol,1,network-protocol,
axifile,general-internet,file-sharing,5,browser-based,tcp/80,evasive-behavior used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
azure-govt-cloud-blob,general-internet,file-sharing,1,browser-based,tcp/443,able-to-transfer-file
azure-govt-cloud-file,general-internet,file-sharing,1,browser-based,tcp/443,able-to-transfer-file
azure-govt-cloud-storage,general-internet,file-sharing,1,browser-based,tcp/443,able-to-transfer-file
azure-govt-cloud-table,general-internet,file-sharing,1,browser-based,tcp/443,able-to-transfer-file
azure-govt-key-vault,business-systems,database,1,browser-based,tcp/443,
azure-log-analytics,business-systems,general-business,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
azureus,general-internet,file-sharing,5,peer-to-peer,tcp/dynamic udp/dynamic,evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
babelgum,media,photo-video,4,peer-to-peer,tcp/80,evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
babylon,business-systems,office-programs,1,client-server,tcp/80,evasive-behavior
backblaze-backup,business-systems,storage-backup,3,client-server,tcp/443,able-to-transfer-file has-known-vulnerability pervasive-use
backpack-editing,collaboration,web-posting,2,browser-based,tcp/80,has-known-vulnerability pervasive-use
backup-exec,business-systems,storage-backup,3,client-server,tcp/dynamic,consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
backweb,business-systems,erp-crm,1,browser-based,"udp/370,377",able-to-transfer-file
bacnet-base,business-systems,ics-protocols,1,network-protocol,tcp/47808 udp/47808,
bacnet-abort,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-ack-alarm,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-add-list-element,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-atomic-read-file,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-atomic-write-file,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-authenticate,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-complex-ack,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-confirmed-cov-notify,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-confirmed-event-notify,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-confirmed-private-xfer,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-confirmed-text-message,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-create-object,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-delete-object,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-device-comm-control,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-ack-alarm,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-add-list-element,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-atomic-read-file,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-atomic-write-file,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-conf-cov-notify,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-conf-event-notif,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-conf-private-trf,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-conf-text-mssg,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-delete-object,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-device-comm-cntrl,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-get-alarm-summary,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-get-enrollment-sum,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-get-event-info,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-life-safety-oper,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-read-property,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-read-property-cond,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-read-property-mul,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-read-range,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-reinitialize-dev,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-remove-list-elem,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-request-key,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-subscribe-cov,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-subscribe-cov-prop,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-vt-data,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-vt-open,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-error-write-prop-mult,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-get-alarm-summary,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-get-enrollment-summary,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-get-event-information,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-i-am,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-i-have,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-life-safety-operation,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-read-prop-conditional,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-read-prop-multiple,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-read-property,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-read-range,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-reinitialize-device,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-reject,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-remove-list-element,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-request-key,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-segment-ack,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-simple-ack,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-subscribe-cov,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-subscribe-cov-property,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-time-synchronization,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-unconfirmed-cov-notif,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-unconfirmed-event-notif,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-unconfirmed-private-txfr,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-unconfirmed-text-message,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-utc-time-synchronization,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-vt-close,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-vt-data,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-vt-open,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-access-credent,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-access-door,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-access-point,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-access-right,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-access-user,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-access-zone,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-accumulator,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-analog-input,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-analog-output,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-analog-value,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-averaging,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-binary-input,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-binary-output,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-binary-value,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-bitstring-value,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-calendar,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-command,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-cred-data-input,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-date-pattern-val,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-date-value,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-device,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-event-enrollment,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-event-log,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-global-group,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-group,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-integer-value,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-large-analog-val,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-life-safety-pt,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-life-safety-zone,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-multi-state-in,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-multi-state-out,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-multi-state-val,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-network-security,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-notification-cls,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-octatestring-val,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-pulse-converter,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-schedule,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-structured-view,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-time-pattern-val,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-time-value,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-trend-log,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-has-trend-log-mul,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-who-is,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-write-prop-multiple,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacnet-write-property,business-systems,ics-protocols,1,network-protocol,udp/47808,
bacula,business-systems,storage-backup,2,client-server,"tcp/9101,9102,9103",consume-big-bandwidth has-known-vulnerability
badongo,general-internet,file-sharing,4,browser-based,tcp/443 tcp/80,consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
badoo,collaboration,social-networking,2,browser-based,"tcp/80,443",has-known-vulnerability pervasive-use
baidu-hi-base,collaboration,instant-messaging,3,client-server,"tcp/443,80,6453,dynamic udp/2400,2500,dynamic",used-by-malware has-known-vulnerability pervasive-use
